etiqueta,experiencia_slug,tipo_regla,precio_cop,min_pax,max_pax,origen,orden,activa,supabase_id
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,2a7c827f-7771-4fd8-8150-36deb6e724b4
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,a57132a9-6e10-45d9-8ee3-67dbae858abe
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,86baa5ab-52b8-4797-ab21-a310f9d1b74b
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,1a52723e-b576-494d-b1f2-bad527b4cb78
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,60c33d72-9755-4e98-8e6e-13aecb55cc94
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,aa1c233b-f9dc-4f0e-908c-8461577aa73d
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,2a5a9c73-a49d-4765-bc41-e4ee11718040
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,20a97dbd-c513-4d24-bbb7-b41b68652c13
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,811cd751-ca47-4a8b-ab8f-943d6a1f0dd3
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,5efde755-7794-4cfd-a351-fbbb4fd439ba
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,52286146-976b-4146-a48e-c7694ff956df
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,061866b2-837f-4c72-ab3a-e09723b5e9a1
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,a28957c0-cf4e-46d7-9882-51a49309aa37
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,846b8fa9-7ffc-4f9d-bd85-332373df9ab4
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,ef2cf4ec-bc10-41e0-a092-b8039a8043c9
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,2c88b937-5b79-4240-b71c-6af62e69195c
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,33df3919-bb7c-4dc4-83f8-65d75748a000
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,edff1775-b004-417c-9917-17038bb7522b
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,31dbfd12-79ac-4637-8c58-abc775427c28
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,55f765c8-140f-40b4-87e8-de071aebbb92
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,c72c1d68-1e11-4925-bd91-9bc0e6ce9f58
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,f7ec9085-4ce8-414e-a874-4d6121fa1bca
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,1c07e397-f977-44cf-be81-53ab70dc1ebf
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,cd0fd567-2a4a-4f53-b333-5818f11f817f
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,17edccf0-ecdf-4b19-85eb-70c7bcf741bc
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,0e003488-13cc-4da5-b636-0e32635d6f15
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,7f44f266-c8ca-4274-a26d-2bc763f8dfb8
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,517795f2-fb09-4c17-a582-354c80703a55
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,062cbe0c-6901-47df-962f-f1fb31d58339
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,106554a2-22ae-4cb6-b733-5d8c0895862b
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,4f4e108f-2aee-403e-b8e2-29ec2cf3da36
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,17d4897d-c331-457b-9506-bce65c636965
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,a57a0621-b0dc-43e6-9947-35c15cb4b7d0
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,b8c1ac14-e707-4a0a-a9cf-265637530f99
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,a2dc6379-6bcb-4abb-9f59-a838e5d66b06
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,123ba2bc-4bc9-4bd3-808a-1ce86f50d76a
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,186711a7-bbfa-4bb3-8465-78486f96fb1c
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,d4cdff67-b198-4cbd-87b2-f6373fedc6ae
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,50489854-9700-400d-8cd8-9e1c60d99d11
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,e67995f7-b921-4698-9a18-1150dc8d0700
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,24281438-a6fd-481f-bb8f-d56879af9965
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,91f0a413-abc1-41a7-a5a4-82b0e8da6c87
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,357cb9d4-755e-4d83-8e0a-3c850b0d5cf0
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,aca94bca-bd75-4701-a875-2bea690b25b9
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,92918716-f1b2-48d5-a35f-e758e1b95adb
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,cb8d3a93-c879-4f6d-882a-f651c085a26a
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,5b528417-8089-44bb-87eb-2632fe33c7b8
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,8817f177-be8c-44bf-b190-e71676ece11e
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,cf91ff53-85f7-4f70-8522-1ae15dca2337
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,e5555a38-f5ea-48f8-84c3-2b11a6b3cb29
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,9f827b50-5129-48c1-aee3-ea35a041a0b7
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,1c40cba9-b53a-459f-a0ce-fe1629f5d6e4
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,bf071e27-8b55-4cb8-ae38-fc1a916b9af4
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,d0bb45ac-e055-40f4-9d37-1c7ac5bdc95d
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,3e877aba-cb5f-4e99-b6b7-a874f6c5abee
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,ba1efabe-6fc7-42aa-a869-e9f30c060f07
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,17e2346b-d8cc-4605-a917-1f3e961ada2b
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,80447686-cab0-4624-a06e-e15ed4e7d1fc
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,720676d7-f281-4a51-bfe0-88721c47fed1
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,aa7077d1-7da2-4feb-b2b0-5c5e08bbef33
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,b4bf466a-b993-48b9-93be-6795334a3edd
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,e48fc352-8f5d-45c4-9259-0ff4060e1686
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,387f26cf-c21a-45c0-9646-32dc7f576830
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,6798bf80-01ad-482b-9b97-48f3e0214714
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,967560be-79b8-40d8-984c-af7225176598
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,194c7391-e502-4db6-ad2a-93ebf2ecabca
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,3f8e71d0-ab83-4b35-8773-51ee4978efc8
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,364d2153-5b14-4c43-9efd-0e75db8b6a14
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,7f1e1f3d-aa52-43ad-9ad6-34b4045ac483
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,41ee4495-7265-468d-a3ae-e76cef544605
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,3494dad7-0d5c-4034-824b-14af8a7acb1f
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,697ca965-e64e-48a5-aed1-b80199700171
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,24557900-0f79-455c-85ac-448f0378ef4b
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,c2ba9e0f-dce8-401e-9726-6878e6dbccd1
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,aefbf848-4344-4bf4-85d4-e92ef9bff706
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,74a1d287-7c59-4d04-9e62-1fe5a0b1cf75
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,d5b63799-bc83-481b-9bf2-89587b92dcf8
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,8bedf6c7-b8aa-4ea3-a40d-dbbb6831e14e
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,0b83feb4-94b6-46c9-aa10-dd144750279d
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,20a10c47-e4b6-4560-af9c-6a8e205ce816
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,218cca89-382f-418b-824c-8b328f148bc0
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,9271ed76-1954-4610-9ae0-a868896ad350
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,30afb186-0340-4760-9282-e6ef74859564
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,bd978389-32db-4b67-bf13-442855d1974f
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,b959d634-2c28-4545-a740-e0be2a047318
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,ea71f632-7997-4e20-8787-0d2d6030bf31
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,8cc90558-de53-4f98-9c59-ed8029222092
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,240bf85c-6be3-4654-a729-a27a69359223
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,8f5b0ef7-5230-4e19-8b9f-bc5a2b75c0d0
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,ebfa5eb3-44f3-4f40-895c-0d3ea70d3b6a
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,9b327187-37e2-44d6-b8a0-1948cf33b874
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,f95f6b93-b38d-4e70-9ef3-4d7a8e7f9b80
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,3a293a4d-ae39-403e-8361-bb40ef2675a2
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,9e9ea26a-1e81-44de-ac5f-20c171cd2493
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,579fda1c-fcd3-4488-a312-80f277b21a65
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,2634049e-357d-4163-b8f0-cc917164b126
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,19f67785-f257-4c86-a4a3-5da93dc2e92a
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,3606b63c-5f2b-4036-8915-4585ccf78436
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,5cd7d1f3-b429-437a-a94f-fd1964855034
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,88aa70f9-4d52-42dd-88bd-f2d58a574bb8
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,bcca47d3-d8f3-42c7-a195-204f95177609
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,98327536-18c5-4577-a0e6-0c400ca62cf4
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,07e825ea-5d09-40fb-bac8-4c901f487642
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,16d0d2f3-1310-4554-a3d1-4c13ab0005aa
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,ac88e280-90d7-47d2-b690-267e50638c46
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,c496d4c9-d349-44f2-94fd-e8a17f517a49
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,0182d5b1-79c3-4f39-9631-85137cd9e7f5
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,594b4836-1c54-46e5-869e-2567d791d96f
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,8a6211c1-f7dd-43f8-b2bd-67ed0d27153f
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,9838ac4f-c4ce-4526-9e45-46e87dca06c1
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,1d0599e8-161d-4387-8151-6dfc9d51b0a7
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,a3e8e644-c61c-4d0f-aad4-02ded5200a24
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,15c8e416-dba5-4e30-9652-c704695d918a
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,3c7aac04-a237-45a6-8bde-8b0971e37a7e
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,5e5b8151-c6d7-45e8-a32a-bf21cb4f5f21
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,825a06d3-5517-42af-953c-90c16d1a4dee
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,bb89759a-cfd6-4557-857e-79283d6b6f8e
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,bff2d56a-d20e-4fad-8e3c-51092015f06d
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,e690c958-6e3e-4b9c-b3f5-c4fe2a4b4d9f
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,a359bcaa-6c9d-44b7-88e1-ffcc4fcb7ce2
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,f60f333b-8e48-4fcc-b7b3-8f1d9621a44c
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,47d48940-f9aa-4e33-9806-729209544efe
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,e86829b4-f6ff-4bfd-bc16-8862542a731d
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,0343929a-f521-40af-be28-ef60fb40f39f
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,3429055b-f5b6-43e7-bd72-ced53c3c3763
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,2fcffca5-0309-463b-a110-adafcdd636f8
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,12817940-0091-4ea6-9ff0-d0ee344f6323
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,fa520486-6d6a-4905-af8b-2615d3e46dc8
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,3284098b-8570-4abb-bde0-ab3913ee8825
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,d7471fc8-753e-4664-b8db-23fa67c78034
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,4bdc46e7-424e-4073-a4bb-4663b601d54d
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,7153a34b-411d-47e5-a434-ea74be6ca1d5
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,76a839d2-414a-4401-abd2-202cf779ef73
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,0b819ef6-0d71-461f-96a7-afeb4dd44299
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,3c80dae9-f7b6-4127-b92c-f581a01b0751
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,bc91fcd8-8a16-4dcb-999c-ed288449adf4
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,8a876965-619c-4856-8482-aaa53eb87cf5
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,43274c52-d244-426e-b89d-e01a20a0947f
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,a7758ade-c39d-4027-b056-9a1b32f076e3
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,6ffd49c1-57d1-471e-b3a4-d9f7b3595dc8
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,315b6eb4-deda-48f5-bbc1-f59676a76aa6
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,a1b0ee83-082b-46d2-ac95-4b8e96d6743a
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,d62b8223-7666-4893-96bb-16405802e859
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,5e9a7254-642a-48da-9ec8-7828a405647b
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,f70d7b44-7c0b-4591-a90d-da18837a3d80
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,a47745fd-c0d5-4335-9265-2fe022d93ea8
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,61520018-d221-4271-84ba-c66f70e4356f
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,1ea8bc4f-f4bf-492e-812b-9567504d2466
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,3902bd03-4a7f-48d8-800f-1927333dae3e
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,ca06edcd-b07c-4263-9fe2-7991e4a5be15
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,c4982049-e2ac-45ae-b841-d3ea62b87c20
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,4625cf4a-891f-40fa-a561-54bf455d1edf
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,3652d95c-5ea7-4a85-a7fe-595bf69452ff
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,69b9ce60-b366-4316-bd5e-9a7bd77c29d2
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,840000,,,Bogotá,2,Sí,65829fa0-806e-4e32-a981-df9195cf5eed
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,56834ebc-8457-4a37-b140-59db7eb11382
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,e6d77fc9-3f0d-4698-a042-36314811f640
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,30f55592-b72c-4a3f-8ecb-b6f14922ebfc
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,8036d84c-7347-404f-b457-2d0c747ba5fe
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,df24db75-9d27-4e9f-ac1c-21e713bcd6d0
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,88ba981d-b4d9-4c35-9e90-9ffcc3ca2050
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,9ee00f80-a5e6-404c-b691-8297756dcb25
Individual,nevado-del-cocuy-salida-jueves,per_origin_accommodation,852000,,,Bogotá,2,Sí,11302c4f-4087-4a20-8868-5f400c01a1e3
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,d0da2ff5-29ee-4d1b-9eab-95a0cdf23b8f
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,2edcd2e1-4d69-4c3e-b7d5-b0206f33eafb
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,d280870a-2181-40f7-9c35-4209c6189f36
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,0e8c84f8-1ac7-4536-91f1-bec449e51690
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,7b741395-9da6-4a80-b1d4-392b97a5228e
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,2a03004e-f464-4104-829f-b327ffd79012
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,bbf8de3a-5efe-4859-9335-466723f25ac7
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,6d40ced5-76b1-4afa-ab44-f20452547748
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,a2c29dac-8804-492b-84cc-b88f3fbe8136
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,15d500d4-7fda-410f-a256-e6f01e09fd3c
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,5c681652-2dd0-496b-99fe-b892696d8e9e
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,87dba8ae-a7c2-48d0-856d-2419ca0e9b8d
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,bf4972f5-041a-455e-a315-c29ca7b10da7
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,f97c8b48-ce6a-4966-bc1b-9b1a84b2e255
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,4393b731-b62e-4588-8911-58c05b40127f
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,58b4400b-75d3-4306-8e6e-9b56b560b181
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,caa42b99-031c-409c-8032-c1a794b2bd54
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,7e0a18e0-43ed-46ed-932f-becf51a552fc
Doble,nevado-del-cocuy-salida-jueves,per_origin_accommodation,738000,,,Bogotá,4,Sí,6eae00c5-afe5-46d8-85fa-fd9cd3df73ae
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,c34d9b02-39f3-4afa-a703-ba430c5aedb3
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,f92b8b51-ef3d-43f0-b5a4-077a46f17170
,nevado-del-cocuy-salida-jueves,per_origin_accommodation,0,,,Bogotá,0,Sí,8a711e77-914a-48c9-a9d0-4b5329dd04d8
